configName,signalCount,avgFwd126,winRate126,coveredValidationWindowCount,formal2022Q4,formal2026March,diagnostic2022Q4,diagnostic2026March
btm_dw21_dt18_r14_st21x5_m12x26x9_sma50_atr10_vol20_gap21_entry88_mbo0_rs42_wstructure_retest,1,-0.1564135294228569,0.0,0,0,0,0,0
btm_dw42_dt18_r21_st9x3_m12x26x9_sma100_atr10_vol20_gap21_entry88_mbo0_rs42_wstructure_retest,0,0.0,0.0,0,0,0,0,0
btm_dw63_dt18_r7_st14x3_m16x35x9_sma100_atr14_vol20_gap42_entry88_mbo0_rs42_wstructure_retest,2,-0.06147083455442737,0.5,0,0,0,1,0
btm_dw126_dt18_r10_st21x5_m16x35x9_sma100_atr14_vol20_gap42_entry88_mbo0_rs42_wstructure_retest,2,-0.06147083455442737,0.5,0,0,0,1,0
btm_dw252_dt18_r14_st9x3_m8x21x5_sma150_atr14_vol20_gap42_entry88_mbo0_rs42_wmomentum_reset,1,1.3225090155265051,1.0,0,0,0,0,0
btm_dw21_dt25_r21_st14x3_m8x21x5_sma150_atr14_vol50_gap42_entry88_mbo0_rs42_wmomentum_reset,1,1.3225090155265051,1.0,0,0,0,0,0
btm_dw42_dt25_r7_st21x5_m12x26x9_sma150_atr20_vol50_gap42_entry88_mbo0_rs42_wmomentum_reset,1,-0.1564135294228569,0.0,0,0,0,0,0
btm_dw63_dt25_r10_st9x3_m12x26x9_sma200_atr20_vol50_gap42_entry88_mbo0_rs42_wmomentum_reset,1,1.5581869791711882,1.0,0,0,0,0,0
btm_dw126_dt25_r14_st14x3_m16x35x9_sma200_atr20_vol50_gap42_entry88_mbo0_rs42_wmomentum_reset,0,0.0,0.0,0,0,0,0,0
btm_dw252_dt25_r21_st21x5_m16x35x9_sma200_atr20_vol50_gap63_entry88_mbo3_rs42_wmomentum_reset,0,0.0,0.0,0,0,0,0,0
btm_dw21_dt35_r7_st9x3_m8x21x5_sma50_atr10_vol10_gap63_entry88_mbo3_rs63_wbalanced,0,0.0,0.0,0,0,0,0,0
btm_dw42_dt35_r10_st14x3_m8x21x5_sma50_atr10_vol10_gap63_entry90_mbo3_rs63_wbalanced,0,0.0,0.0,0,0,0,0,0
btm_dw63_dt35_r14_st21x5_m12x26x9_sma50_atr10_vol10_gap63_entry90_mbo3_rs63_wbalanced,0,0.0,0.0,0,0,0,0,0
btm_dw126_dt35_r21_st9x3_m12x26x9_sma100_atr10_vol10_gap63_entry90_mbo3_rs63_wbalanced,0,0.0,0.0,0,0,0,0,0
btm_dw252_dt35_r7_st14x3_m16x35x9_sma100_atr14_vol10_gap63_entry90_mbo3_rs63_wbalanced,0,0.0,0.0,0,0,0,0,0
btm_dw21_dt8_r10_st21x5_m16x35x9_sma100_atr14_vol20_gap63_entry90_mbo3_rs63_wbalanced,0,0.0,0.0,0,0,0,0,0
btm_dw42_dt8_r14_st9x3_m8x21x5_sma150_atr14_vol20_gap21_entry90_mbo3_rs63_wdeep_repair,0,0.0,0.0,0,0,0,0,0
btm_dw63_dt8_r21_st14x3_m8x21x5_sma150_atr14_vol20_gap21_entry90_mbo3_rs63_wdeep_repair,0,0.0,0.0,0,0,0,0,0
btm_dw126_dt8_r7_st21x5_m12x26x9_sma150_atr20_vol20_gap21_entry90_mbo3_rs63_wdeep_repair,0,0.0,0.0,0,0,0,0,0
btm_dw252_dt8_r10_st9x3_m12x26x9_sma200_atr20_vol20_gap21_entry90_mbo3_rs63_wdeep_repair,0,0.0,0.0,0,0,0,0,0
btm_dw21_dt12_r14_st14x3_m16x35x9_sma200_atr20_vol50_gap21_entry90_mbo3_rs63_wdeep_repair,0,0.0,0.0,0,0,0,0,0
btm_dw42_dt12_r21_st21x5_m16x35x9_sma200_atr20_vol50_gap21_entry90_mbo3_rs63_wdeep_repair,0,0.0,0.0,0,0,0,0,0
btm_dw63_dt12_r7_st9x3_m8x21x5_sma50_atr10_vol50_gap21_entry82_mbo3_rs126_wstructure_retest,43,0.2718920364882677,0.7209302325581395,3,0,0,0,0
btm_dw126_dt12_r10_st14x3_m8x21x5_sma50_atr10_vol50_gap42_entry82_mbo3_rs126_wstructure_retest,30,0.4159828364695399,0.8666666666666667,3,0,0,0,0
btm_dw252_dt12_r14_st21x5_m12x26x9_sma50_atr10_vol50_gap42_entry82_mbo3_rs126_wstructure_retest,17,0.33323219569455115,0.7647058823529411,2,0,0,0,0
btm_dw21_dt18_r21_st9x3_m12x26x9_sma100_atr10_vol10_gap42_entry82_mbo3_rs126_wstructure_retest,5,0.4358526885435242,0.8,0,0,0,0,0
btm_dw42_dt18_r7_st14x3_m16x35x9_sma100_atr14_vol10_gap42_entry82_mbo6_rs126_wstructure_retest,12,0.26855569677602786,0.8333333333333334,1,0,0,0,0
btm_dw63_dt18_r10_st21x5_m16x35x9_sma100_atr14_vol10_gap42_entry82_mbo6_rs126_wstructure_retest,8,0.3453125175393099,1.0,0,0,0,0,0
btm_dw126_dt18_r14_st9x3_m8x21x5_sma150_atr14_vol10_gap42_entry82_mbo6_rs126_wmomentum_reset,2,0.33545555305363595,1.0,0,0,0,0,0
btm_dw252_dt18_r21_st14x3_m8x21x5_sma150_atr14_vol10_gap42_entry82_mbo6_rs126_wmomentum_reset,0,0.0,0.0,0,0,0,0,0
btm_dw21_dt25_r7_st21x5_m12x26x9_sma150_atr20_vol20_gap63_entry82_mbo6_rs126_wmomentum_reset,3,0.2969697255367187,0.6666666666666666,0,0,0,0,0
btm_dw42_dt25_r10_st9x3_m12x26x9_sma200_atr20_vol20_gap63_entry82_mbo6_rs126_wmomentum_reset,2,0.5236613530165065,1.0,0,0,0,0,0
btm_dw63_dt25_r14_st14x3_m16x35x9_sma200_atr20_vol20_gap63_entry82_mbo6_rs126_wmomentum_reset,1,0.44356335777215694,1.0,0,0,0,0,0
btm_dw126_dt25_r21_st21x5_m16x35x9_sma200_atr20_vol20_gap63_entry85_mbo6_rs126_wmomentum_reset,0,0.0,0.0,0,0,0,0,0
btm_dw252_dt25_r7_st9x3_m8x21x5_sma50_atr10_vol20_gap63_entry85_mbo6_rs42_wbalanced,1,-0.163813563885578,0.0,0,0,0,0,0
btm_dw21_dt35_r10_st14x3_m8x21x5_sma50_atr10_vol50_gap63_entry85_mbo6_rs42_wbalanced,1,1.3225090155265051,1.0,0,0,0,0,0
